	V1	AVG	name
1069	0.065039	0.065039	O43151
1389	0.06496	0.06496	O60565
8705	0.06489	0.06489	Q6ZNL6
6294	0.06478	0.06478	Q14242
13837	0.064484	0.064484	Q9C0D2
4707	0.06438	0.06438	P51687
15577	0.06425	0.06425	Q9P2N6
3101	0.06371	0.06371	P15391
2024	0.06355	0.06355	O95450
15534	0.063549	0.063549	Q9P2C4
16046	0.06344	0.06344	Q9UKX3
14801	0.063291	0.063291	Q9NQ92
7693	0.06315	0.06315	Q5TAT6
14143	0.062977	0.062977	Q9H329
6062	0.06238	0.06238	Q13415
8086	0.062334	0.062334	Q6IB77
12462	0.06221	0.06221	Q96JM7
824	0.0622	0.0622	O14802
16490	0.06176	0.06176	Q9Y2P8
11602	0.061547	0.061547	Q8WYP3
15966	0.0613	0.0613	Q9UK53
8454	0.060893	0.060893	Q6STE5
9582	0.06075	0.06075	Q8HWS3
10779	0.06063	0.06063	Q8NFT8
1373	0.06051	0.06051	O60503
11306	0.060483	0.060483	Q8TEP8
10752	0.05991	0.05991	Q8NFF5
5882	0.05971	0.05971	Q12884
11987	0.05963	0.05963	Q96AV8
8822	0.05948	0.05948	Q6ZVX7
16189	0.05948	0.05948	Q9UMR5
13769	0.059398	0.059398	Q9BZJ6
1085	0.05925	0.05925	O43186
11517	0.05925	0.05925	Q8WWW0
5998	0.05923	0.05923	Q13231
12338	0.05923	0.05923	Q96H79
12800	0.05896	0.05896	Q96PU4
4861	0.058882	0.058882	P54252
12479	0.058772	0.058772	Q96JZ2
12432	0.058738	0.058738	Q96JB1
9915	0.058633	0.058633	Q8IZ40
16039	0.05862	0.05862	Q9UKV0
9353	0.058268	0.058268	Q86UZ6
6329	0.05823	0.05823	Q14457
5036	0.058101	0.058101	P57678
5850	0.057976	0.057976	Q12796
7788	0.057746	0.057746	Q5VTE6
11638	0.057702	0.057702	Q92502
16630	0.05754	0.05754	Q9Y496
15842	0.0574	0.0574	Q9UI14
9654	0.056703	0.056703	Q8IVB4
7865	0.056582	0.056582	Q5VY09
8642	0.056531	0.056531	Q6ZMI0
76	0.0564224	0.0564224	A2RUB6
307	0.05636	0.05636	A6NL88
14375	0.056209	0.056209	Q9H7Z3
3769	0.056112	0.056112	P29375
3170	0.05534	0.05534	P16562
666	0.055278	0.055278	O00472
6134	0.05511	0.05511	Q13572
15049	0.055089	0.055089	Q9NUP1
2694	0.055063	0.055063	P09917
14125	0.05492	0.05492	Q9H2W2
854	0.05489	0.05489	O14920
2657	0.05487	0.05487	P09237
1453	0.054844	0.054844	O60861
11650	0.05476	0.05476	Q92529
16459	0.054711	0.054711	Q9Y2H9
14173	0.0547	0.0547	Q9H3R0
2253	0.05455	0.05455	P01127
2908	0.05433	0.05433	P11488
10577	0.054278	0.054278	Q8NC74
12115	0.054074	0.054074	Q96D09
9899	0.05405	0.05405	Q8IYW4
1916	0.05395	0.05395	O95084
2106	0.05387	0.05387	O95800
14436	0.05386	0.05386	Q9H981
14443	0.05378	0.05378	Q9H9A7
5338	0.05376	0.05376	P78545
6479	0.05374	0.05374	Q14CZ8
16533	0.05369	0.05369	Q9Y312
10434	0.05363	0.05363	Q8N9B5
10320	0.05352	0.05352	Q8N6S5
12703	0.05347	0.05347	Q96NE9
1726	0.0534362	0.0534362	O75843
6847	0.05339	0.05339	Q16798
8060	0.05337	0.05337	Q6EMB2
852	0.05326	0.05326	O14910
2543	0.053255	0.053255	P07738
5168	0.052853	0.052853	P61266
5047	0.052448	0.052448	P57764
13238	0.05219	0.05219	Q9BQL6
4237	0.0521	0.0521	P42261
14910	0.05209	0.05209	Q9NRJ4
11706	0.05202	0.05202	Q92629
6875	0.051987	0.051987	Q17R60
1985	0.0519282	0.0519282	O95343
8117	0.05189	0.05189	Q6IPM2
15350	0.05158	0.05158	Q9NZ43
741	0.051162	0.051162	O14530
16181	0.05111	0.05111	Q9UM82
10489	0.05104	0.05104	Q8NA82
9772	0.05087	0.05087	Q8IX21
4433	0.05072	0.05072	P48169
7821	0.05064	0.05064	Q5VV63
9885	0.050559	0.050559	Q8IYS2
6839	0.050546	0.050546	Q16769
3541	0.05033	0.05033	P23508
15160	0.05016	0.05016	Q9NWN3
16668	0.04997	0.04997	Q9Y4K4
15661	0.049812	0.049812	Q9UBS8
5333	0.04974	0.04974	P78536
6182	0.04956	0.04956	Q13753
1839	0.049487	0.049487	O94827
13953	0.049261	0.049261	Q9H0B8
11364	0.049243	0.049243	Q8WTW3
9748	0.04924	0.04924	Q8IWV2
761	0.049075	0.049075	O14613
15490	0.04816	0.04816	Q9P1Z2
372	0.048087	0.048087	A8K0Z3
16713	0.048025	0.048025	Q9Y5A7
7397	0.04786	0.04786	Q5HYJ3
9536	0.047693	0.047693	Q86YA3
14727	0.04753	0.04753	Q9NPB8
16577	0.047393	0.047393	Q9Y3D2
2379	0.04731	0.04731	P04198
16321	0.046405	0.046405	Q9UPZ9
1431	0.046326	0.046326	O60759
14614	0.046243	0.046243	Q9HCE6
1353	0.045478	0.045478	O60437
2036	0.04522	0.04522	O95477
15901	0.04513	0.04513	Q9UJ83
15161	0.04497	0.04497	Q9NWQ4
13343	0.0449695	0.0449695	Q9BSL1
15456	0.044869	0.044869	Q9P0P0
7998	0.04484	0.04484	Q68DV7
7183	0.04436	0.04436	Q4KMG0
15368	0.043754	0.043754	Q9NZD2
5450	0.04363	0.04363	Q00722
15475	0.043615	0.043615	Q9P126
417	0.043563	0.043563	A8MVW0
6370	0.04342	0.04342	Q14596
16300	0.043418	0.043418	Q9UPT9
11218	0.0434177	0.0434177	Q8TDC0
842	0.04341	0.04341	O14874
2384	0.043238	0.043238	P04234
931	0.04318	0.04318	O15131
13760	0.04265	0.04265	Q9BZG1
16656	0.042556	0.042556	Q9Y4F9
8577	0.04251	0.04251	Q6UXY1
15065	0.042067	0.042067	Q9NUW8
5357	0.041979	0.041979	P81408
16500	0.04158	0.04158	Q9Y2T3
8717	0.04157	0.04157	Q6ZQQ2
7326	0.04155	0.04155	Q5BJF2
10245	0.04145	0.04145	Q8N5I2
12492	0.041331	0.041331	Q96K78
4891	0.041315	0.041315	P54803
14215	0.04109	0.04109	Q9H4B6
8657	0.040432	0.040432	Q6ZMT4
7350	0.040409	0.040409	Q5EBL4
90	0.04035	0.04035	A4D0S4
1236	0.040298	0.040298	O43763
100	0.0401639	0.0401639	A4D1S0
12544	0.039999	0.039999	Q96L93
10540	0.039988	0.039988	Q8NBK3
7925	0.039914	0.039914	Q63HK3
9790	0.039606	0.039606	Q8IXL6
7616	0.039555	0.039555	Q5T2W1
4300	0.03953	0.03953	P43351
13975	0.03943	0.03943	Q9H0J4
10509	0.039405	0.039405	Q8NAX2
3963	0.039295	0.039295	P34059
11457	0.039196	0.039196	Q8WVQ1
12211	0.038891	0.038891	Q96EQ0
7848	0.03882	0.03882	Q5VWP3
12301	0.03877	0.03877	Q96GD4
14061	0.038665	0.038665	Q9H204
12185	0.038285	0.038285	Q96EC8
493	0.038226	0.038226	C4AMC7
13075	0.03802	0.03802	Q99643
3722	0.0378684	0.0378684	P28335
7806	0.0376	0.0376	Q5VUB5
13805	0.03744	0.03744	Q9C009
1284	0.037397	0.037397	O60218
5326	0.037333	0.037333	P78424
14899	0.037262	0.037262	Q9NRF2
15559	0.037071	0.037071	Q9P2J3
6987	0.03698	0.03698	Q2TB90
16283	0.03698	0.03698	Q9UPP2
1766	0.0367609	0.0367609	O75954
125	0.03676	0.03676	A5PL33
1102	0.0367395	0.0367395	O43264
5731	0.036723	0.036723	Q08117
7009	0.03658	0.03658	Q2WGN9
4298	0.03646	0.03646	P43308
654	0.036375	0.036375	O00444
2308	0.03626	0.03626	P02549
6141	0.036259	0.036259	Q13591
10736	0.03608	0.03608	Q8NEZ2
2974	0.03598	0.03598	P13056
7675	0.03598	0.03598	Q5T8I3
6984	0.035784	0.035784	Q2TAZ0
16260	0.03567	0.03567	Q9UNY4
3911	0.035272	0.035272	P32189
14566	0.03519	0.03519	Q9HBM1
11883	0.034977	0.034977	Q969J3
3789	0.03493	0.03493	P29973
16307	0.034663	0.034663	Q9UPV9
16054	0.03466	0.03466	Q9UKZ4
1851	0.034622	0.034622	O94868
6865	0.03461	0.03461	Q16854
7766	0.034515	0.034515	Q5UCC4
1823	0.03427	0.03427	O94782
369	0.03425	0.03425	A7XYQ1
12048	0.03378	0.03378	Q96BW9
4847	0.033777	0.033777	P53805
8844	0.03369	0.03369	Q701N4
3726	0.033636	0.033636	P28356
12962	0.033438	0.033438	Q96SM3
6129	0.03341	0.03341	Q13563
12731	0.033342	0.033342	Q96NW7
949	0.033234	0.033234	O15204
9884	0.03323	0.03323	Q8IYS1
1106	0.03306	0.03306	O43281
5464	0.03279	0.03279	Q01064
1018	0.032742	0.032742	O15432
11387	0.03274	0.03274	Q8WUD4
9614	0.03265	0.03265	Q8IUK5
11042	0.0326188	0.0326188	Q8TAC9
867	0.03232	0.03232	O14958
6803	0.032178	0.032178	Q16623
2685	0.0321661	0.0321661	P09693
10456	0.03199	0.03199	Q8N9Q2
8451	0.031842	0.031842	Q6SJ93
861	0.031312	0.031312	O14933
9408	0.0310629	0.0310629	Q86VY9
16438	0.03094	0.03094	Q9Y2E4
13326	0.030702	0.030702	Q9BSF4
9697	0.030547	0.030547	Q8IW35
2834	0.0301082	0.0301082	P10523
14815	0.0300238	0.0300238	Q9NQL2
3034	0.02992	0.02992	P14207
16296	0.029366	0.029366	Q9UPS8
3867	0.02877	0.02877	P31271
11889	0.028721	0.028721	Q969M2
1175	0.0280886	0.0280886	O43526
10005	0.02777	0.02777	Q8N103
4556	0.0276894	0.0276894	P49754
2852	0.02746	0.02746	P10747
1144	0.027381	0.027381	O43405
5702	0.027361	0.027361	Q07108
5015	0.027253	0.027253	P56962
12735	0.026582	0.026582	Q96NY8
16460	0.026579	0.026579	Q9Y2I1
14449	0.026524	0.026524	Q9H9E3
7939	0.02611	0.02611	Q643R3
7222	0.026108	0.026108	Q504T8
12897	0.02571	0.02571	Q96RN1
10181	0.02544	0.02544	Q8N4B1
10672	0.0254369	0.0254369	Q8NE01
16937	0.025391	0.025391	Q9Y6X3
14424	0.025349	0.025349	Q9H902
1371	0.02511	0.02511	O60500
16254	0.0251072	0.0251072	Q9UNW1
1479	0.024932	0.024932	O60941
13465	0.024694	0.024694	Q9BVA0
8190	0.024642	0.024642	Q6NTE8
7133	0.02448	0.02448	Q495Z4
4491	0.0244019	0.0244019	P49069
2181	0.0243	0.0243	O96007
13676	0.02426031	0.02426031	Q9BYE9
16343	0.02415	0.02415	Q9UQD0
2754	0.02389	0.02389	P0CG23
15888	0.023877	0.023877	Q9UIW2
12207	0.0238494	0.0238494	Q96EP0
14721	0.0237938	0.0237938	Q9NPA3
9653	0.023702	0.023702	Q8IV76
9662	0.023702	0.023702	Q8IVF5
2189	0.023572	0.023572	O96020
11125	0.023256	0.023256	Q8TBP5
2141	0.023	0.023	O95886
15510	0.022948	0.022948	Q9P253
12109	0.02289	0.02289	Q96CW6
9785	0.022616	0.022616	Q8IXI2
10569	0.022529	0.022529	Q8NC42
2718	0.022494	0.022494	P0C6A0
15385	0.022474	0.022474	Q9NZJ6
657	0.022378	0.022378	O00458
14699	0.022217	0.022217	Q9NP71
32	0.022203	0.022203	A1A4S6
11854	0.022049	0.022049	Q93091
8509	0.021885	0.021885	Q6UWP2
142	0.021736	0.021736	A6NCC3
6812	0.021688	0.021688	Q16644
10452	0.021625	0.021625	Q8N9N5
11708	0.021505	0.021505	Q92633
13422	0.021475	0.021475	Q9BUI4
5479	0.021354	0.021354	Q01432
6678	0.021163	0.021163	Q15735
922	0.021126	0.021126	O15091
8300	0.0209983	0.0209983	Q6P4A8
16455	0.0208836	0.0208836	Q9Y2H2
12944	0.02078	0.02078	Q96S99
4238	0.020684	0.020684	P42262
10523	0.0205818	0.0205818	Q8NB90
15933	0.020542	0.020542	Q9UJU5
13128	0.0204394	0.0204394	Q99801
3010	0.019545	0.019545	P13726
7611	0.019331	0.019331	Q5T2N8
632	0.0193193	0.0193193	O00337
185	0.019317	0.019317	A6NEH6
8054	0.01926	0.01926	Q6DT37
13208	0.019201	0.019201	Q9BQ70
15158	0.0191722	0.0191722	Q9NWM3
2061	0.01914	0.01914	O95619
319	0.019085	0.019085	A6NM11
7297	0.01898767	0.01898767	Q562F6
16537	0.018906	0.018906	Q9Y320
8263	0.01885	0.01885	Q6P1N9
16381	0.018734	0.018734	Q9Y243
5902	0.018604	0.018604	Q12933
16633	0.0185802	0.0185802	Q9Y4A8
16357	0.0184976	0.0184976	Q9Y210
13073	0.018249	0.018249	Q99638
7279	0.018231	0.018231	Q53QW1
12698	0.018212	0.018212	Q96NB2
10302	0.01810904	0.01810904	Q8N6K4
13952	0.0180602	0.0180602	Q9H0B6
2287	0.018009	0.018009	P01589
4958	0.017901	0.017901	P55347
5440	0.017811	0.017811	Q00535
1541	0.01771892	0.01771892	O75173
3045	0.01763	0.01763	P14415
218	0.017599	0.017599	A6NGE4
10557	0.01748	0.01748	Q8NBT2
7959	0.017402	0.017402	Q676U5
7514	0.0172181	0.0172181	Q5R3I4
14626	0.016823	0.016823	Q9HCI7
7318	0.016351	0.016351	Q58F21
15080	0.016205	0.016205	Q9NV92
6049	0.016108	0.016108	Q13370
14549	0.016051	0.016051	Q9HBG7
16170	0.016019	0.016019	Q9UM07
12208	0.015951	0.015951	Q96EP1
12057	0.015855	0.015855	Q96C00
1404	0.015838	0.015838	O60658
14005	0.0157101	0.0157101	Q9H0X9
2826	0.015632	0.015632	P10276
16383	0.015597	0.015597	Q9Y247
15667	0.0155439	0.0155439	Q9UBU2
9652	0.015533	0.015533	Q8IV63
2954	0.015519	0.015519	P12544
3608	0.015493	0.015493	P25106
6319	0.01532	0.01532	Q14409
7976	0.015256	0.015256	Q68CR7
3210	0.0151	0.0151	P17152
8914	0.015073	0.015073	Q7L0Q8
12974	0.0149157	0.0149157	Q96SY0
3572	0.01488	0.01488	P24386
9315	0.01487	0.01487	Q86UK0
13475	0.014818	0.014818	Q9BVG9
6532	0.014799	0.014799	Q15080
14738	0.014686	0.014686	Q9NPD8
6816	0.014638	0.014638	Q16651
5520	0.014518	0.014518	Q02080
593	0.014437	0.014437	O00204
9179	0.01429	0.01429	Q7Z6L1
7746	0.0137922	0.0137922	Q5TKA1
12634	0.01344	0.01344	Q96MF7
2202	0.013289	0.013289	P00414
15694	0.0132847	0.0132847	Q9UDR5
1914	0.013187	0.013187	O95076
8336	0.0131013	0.0131013	Q6P9G4
9051	0.012895	0.012895	Q7Z3H4
1921	0.0128383	0.0128383	O95140
15497	0.012834	0.012834	Q9P212
6392	0.012588	0.012588	Q14681
8097	0.01196	0.01196	Q6ICL3
10253	0.011916	0.011916	Q8N5M4
1315	0.011862	0.011862	O60291
7681	0.011803	0.011803	Q5T9C2
8068	0.011714	0.011714	Q6GMV2
16093	0.011084	0.011084	Q9ULD4
3410	0.011072	0.011072	P21246
643	0.01106	0.01106	O00409
8259	0.0110318	0.0110318	Q6P1M0
15319	0.0107176	0.0107176	Q9NYR9
7561	0.0105708	0.0105708	Q5SXM8
14778	0.0103756	0.0103756	Q9NQ30
7346	0.010341	0.010341	Q5DJT8
10739	0.0102075	0.0102075	Q8NEZ5
12243	0.009937	0.009937	Q96F81
16386	0.009794	0.009794	Q9Y251
1782	0.0097008	0.0097008	O76015
16305	0.00961	0.00961	Q9UPV0
2871	0.009598891	0.009598891	P11117
3148	0.0094993	0.0094993	P16234
14825	0.009434	0.009434	Q9NQS3
12129	0.00915	0.00915	Q96DB9
15603	0.009015	0.009015	Q9UBB6
5042	0.0086758	0.0086758	P57729
7577	0.008557	0.008557	Q5T013
3534	0.008522	0.008522	P23467
8203	0.008481196	0.008481196	Q6NUN7
1592	0.008462	0.008462	O75379
8873	0.008391	0.008391	Q71F23
3562	0.00836	0.00836	P23946
12947	0.008309	0.008309	Q96SB8
16947	0.008177	0.008177	Q9Y6Z7
2471	0.008119	0.008119	P06127
2453	0.008118	0.008118	P05423
75	0.007858	0.007858	A2RUB1
4765	0.007743	0.007743	P52333
5593	0.007501	0.007501	Q03519
14301	0.007415	0.007415	Q9H6I2
11316	0.007026	0.007026	Q8TEV9
5620	0.006854	0.006854	Q04759
8828	0.006821	0.006821	Q6ZW33
1656	0.00644	0.00644	O75581
16928	0.0063371	0.0063371	Q9Y6U3
6973	0.006094	0.006094	Q2TAA5
9664	0.00609	0.00609	Q8IVF7
1687	0.005807	0.005807	O75689
4712	0.005308	0.005308	P51693
848	0.00528	0.00528	O14901
15625	0.0052544	0.0052544	Q9UBI1
3037	0.005162	0.005162	P14222
8384	0.004988	0.004988	Q6PII3
14921	0.004944	0.004944	Q9NRN5
12086	0.004741	0.004741	Q96CJ1
4604	0.004719	0.004719	P50219
11623	0.00438	0.00438	Q8WZA0
7303	0.004332	0.004332	Q569K4
5952	0.00424	0.00424	Q13099
4810	0.004147	0.004147	P52954
14412	0.003986	0.003986	Q9H8T0
5871	0.003975	0.003975	Q12852
9668	0.003823	0.003823	Q8IVH8
9609	0.003572	0.003572	Q8IUH4
6107	0.0035	0.0035	Q13506
7482	0.003387	0.003387	Q5K651
1447	0.0033741	0.0033741	O60831
10631	0.003287	0.003287	Q8ND76
6296	0.003091	0.003091	Q14246
5568	0.002968	0.002968	Q02962
5729	0.002787	0.002787	Q08050
6198	0.002697	0.002697	Q13873
11375	0.0026	0.0026	Q8WU58
8764	0.002147	0.002147	Q6ZSZ6
15124	0.0020899	0.0020899	Q9NVV0
13506	0.001968	0.001968	Q9BW83
8949	0.001913	0.001913	Q7L5A3
13197	0.0018301	0.0018301	Q9BQ16
16943	0.00153	0.00153	Q9Y6Y0
3652	0.001371	0.001371	P26572
11841	0.001356	0.001356	Q93034
1729	0.00085	0.00085	O75864
16387	0.000814500000000001	0.000814500000000001	Q9Y252
11473	0.000720000000000001	0.000720000000000001	Q8WW22
13297	0.000607	0.000607	Q9BRR9
14494	0.000592	0.000592	Q9HAK2
12366	0.000500999999999999	0.000500999999999999	Q96HR3
9667	8.06000000000002e-05	8.06000000000002e-05	Q8IVH4
6588	-7.90000000000004e-05	-7.90000000000004e-05	Q15375
9612	-0.000304	-0.000304	Q8IUI4
15463	-0.0005016	-0.0005016	Q9P0V3
12257	-0.000663	-0.000663	Q96FJ0
16313	-0.000823000000000001	-0.000823000000000001	Q9UPX6
3979	-0.000931000000000001	-0.000931000000000001	P34969
7811	-0.000946999999999999	-0.000946999999999999	Q5VUJ6
13717	-0.001008	-0.001008	Q9BYV6
12198	-0.001022	-0.001022	Q96EK5
3900	-0.001087	-0.001087	P31944
68	-0.0011083	-0.0011083	A2RTX5
13822	-0.00116	-0.00116	Q9C0A1
16238	-0.001213	-0.001213	Q9UNI6
5701	-0.001258	-0.001258	Q07092
11989	-0.001322	-0.001322	Q96AX1
7090	-0.0017224	-0.0017224	Q3SY69
8632	-0.001777	-0.001777	Q6YHU6
15372	-0.00187	-0.00187	Q9NZH0
11240	-0.0018861	-0.0018861	Q8TDQ0
15611	-0.001927	-0.001927	Q9UBD5
6858	-0.002223	-0.002223	Q16831
13817	-0.002494	-0.002494	Q9C091
16175	-0.00273452	-0.00273452	Q9UM22
2423	-0.0027896	-0.0027896	P05093
913	-0.002796	-0.002796	O15069
7624	-0.002966	-0.002966	Q5T447
16771	-0.00306	-0.00306	Q9Y5N1
12018	-0.00307	-0.00307	Q96BF3
5321	-0.003549	-0.003549	P78413
9001	-0.00363	-0.00363	Q7RTU3
6047	-0.003703	-0.003703	Q13367
5684	-0.0038155	-0.0038155	Q06547
8483	-0.0039775	-0.0039775	Q6UW02
10233	-0.004013	-0.004013	Q8N5A5
1506	-0.004022	-0.004022	O75084
7772	-0.0040595	-0.0040595	Q5VST6
665	-0.0041803	-0.0041803	O00471
2861	-0.004184	-0.004184	P10912
14693	-0.004439	-0.004439	Q9NP58
14465	-0.00459	-0.00459	Q9H9R9
14056	-0.005127	-0.005127	Q9H1Y0
10679	-0.005274	-0.005274	Q8NE62
2629	-0.005697	-0.005697	P08861
2643	-0.005703	-0.005703	P09038
13503	-0.005788	-0.005788	Q9BW62
2231	-0.00604	-0.00604	P00846
7610	-0.00638	-0.00638	Q5T2E6
8919	-0.0063854	-0.0063854	Q7L1I2
5461	-0.006661	-0.006661	Q00978
2345	-0.00668	-0.00668	P03905
12019	-0.006701	-0.006701	Q96BF6
13148	-0.0067386	-0.0067386	Q99895
5754	-0.00691243	-0.00691243	Q08629
1483	-0.0070397	-0.0070397	O75022
7403	-0.007311	-0.007311	Q5HYN5
10228	-0.007575	-0.007575	Q8N568
708	-0.00777	-0.00777	O00635
12150	-0.0083	-0.0083	Q96DR5
1449	-0.0084334	-0.0084334	O60840
6706	-0.0084467	-0.0084467	Q15814
12923	-0.0089968	-0.0089968	Q96S15
13715	-0.009422	-0.009422	Q9BYU1
3042	-0.009567	-0.009567	P14373
13301	-0.009662	-0.009662	Q9BRT9
14532	-0.009824	-0.009824	Q9HB63
8261	-0.010043	-0.010043	Q6P1M9
481	-0.010507	-0.010507	B5MD39
6985	-0.010596	-0.010596	Q2TB10
3222	-0.010671	-0.010671	P17482
13712	-0.010689	-0.010689	Q9BYT3
4344	-0.010747	-0.010747	P46020
12911	-0.01092	-0.01092	Q96RT7
12772	-0.010981	-0.010981	Q96PE3
5572	-0.0112	-0.0112	Q03013
5769	-0.0113905	-0.0113905	Q08AH3
7216	-0.01143	-0.01143	Q4ZG55
7557	-0.011551	-0.011551	Q5SWX8
13675	-0.011778	-0.011778	Q9BYE7
10801	-0.011789	-0.011789	Q8NG08
6623	-0.011983	-0.011983	Q15493
3812	-0.01205	-0.01205	P30301
14113	-0.012106	-0.012106	Q9H2P9
16114	-0.012297	-0.012297	Q9ULI4
6323	-0.0124722	-0.0124722	Q14435
8206	-0.012585	-0.012585	Q6NUQ1
701	-0.012737	-0.012737	O00622
2848	-0.012819	-0.012819	P10696
5495	-0.012988	-0.012988	Q01668
13248	-0.012998	-0.012998	Q9BQS7
15554	-0.013318	-0.013318	Q9P2H0
4026	-0.013626	-0.013626	P35498
14642	-0.013701	-0.013701	Q9HCM2
9896	-0.014089	-0.014089	Q8IYU8
15991	-0.014233	-0.014233	Q9UKF5
14210	-0.014253	-0.014253	Q9H4A5
10985	-0.0144377	-0.0144377	Q8NHJ6
16464	-0.0145998	-0.0145998	Q9Y2I8
4226	-0.014767	-0.014767	P41732
16057	-0.0150338	-0.0150338	Q9UL03
14526	-0.015115	-0.015115	Q9HB20
5512	-0.015376	-0.015376	Q01968
389	-0.015475	-0.015475	A8MQT2
2571	-0.015762	-0.015762	P08138
6964	-0.015762	-0.015762	Q2PZI1
13189	-0.015773	-0.015773	Q9BPX6
8063	-0.016443	-0.016443	Q6FHJ7
2631	-0.016455	-0.016455	P08887
1169	-0.016484	-0.016484	O43513
14352	-0.0165	-0.0165	Q9H7F0
1498	-0.01655	-0.01655	O75069
13752	-0.016605	-0.016605	Q9BZE3
13150	-0.016616	-0.016616	Q99929
6854	-0.016814	-0.016814	Q16825
16047	-0.016871	-0.016871	Q9UKX5
7485	-0.017017	-0.017017	Q5M7Z0
11481	-0.017353	-0.017353	Q8WW38
14813	-0.017618	-0.017618	Q9NQH7
6754	-0.017741	-0.017741	Q16384
8315	-0.0177837	-0.0177837	Q6P5Q4
4768	-0.0180227	-0.0180227	P52564
12463	-0.018069	-0.018069	Q96JN0
11528	-0.018079	-0.018079	Q8WWZ8
1828	-0.018332	-0.018332	O94808
13560	-0.01839	-0.01839	Q9BX95
13136	-0.018493	-0.018493	Q99828
805	-0.018972	-0.018972	O14757
13284	-0.019036	-0.019036	Q9BRP4
6693	-0.0190822	-0.0190822	Q15772
853	-0.019131	-0.019131	O14917
7744	-0.019149	-0.019149	Q5TID7
14020	-0.0193299	-0.0193299	Q9H175
10666	-0.01933	-0.01933	Q8NDY6
12362	-0.019429	-0.019429	Q96HP0
445	-0.019486	-0.019486	A8TX70
14341	-0.019606	-0.019606	Q9H788
8643	-0.0196563	-0.0196563	Q6ZMI3
13812	-0.0199215	-0.0199215	Q9C040
16137	-0.019936	-0.019936	Q9ULQ0
11469	-0.0199485	-0.0199485	Q8WW01
15981	-0.019967	-0.019967	Q9UKA8
14321	-0.02	-0.02	Q9H6U8
5393	-0.0200032	-0.0200032	P85299
16288	-0.020419	-0.020419	Q9UPQ7
14316	-0.02056	-0.02056	Q9H6S1
3233	-0.020792	-0.020792	P17643
10520	-0.0208754	-0.0208754	Q8NB59
9366	-0.0210789	-0.0210789	Q86V88
15605	-0.021244	-0.021244	Q9UBC0
8747	-0.021275	-0.021275	Q6ZS30
13402	-0.021322	-0.021322	Q9BU19
16638	-0.0214323	-0.0214323	Q9Y4C0
9249	-0.021452	-0.021452	Q86SZ2
4751	-0.02192	-0.02192	P51957
9420	-0.022219	-0.022219	Q86W34
12976	-0.022299	-0.022299	Q96SZ5
12194	-0.022309	-0.022309	Q96EH3
14711	-0.022392	-0.022392	Q9NP90
7357	-0.022401	-0.022401	Q5FWE3
3057	-0.022518	-0.022518	P14652
1781	-0.022589	-0.022589	O76014
12949	-0.02269	-0.02269	Q96SD1
16140	-0.022695	-0.022695	Q9ULR3
1326	-0.022765	-0.022765	O60309
9714	-0.022918	-0.022918	Q8IWB6
14587	-0.022931	-0.022931	Q9HC16
2479	-0.0230009	-0.0230009	P06340
12351	-0.02354	-0.02354	Q96HE9
5654	-0.02367	-0.02367	Q05925
10697	-0.023689	-0.023689	Q8NEG4
1204	-0.023958	-0.023958	O43638
13116	-0.02408	-0.02408	Q99750
8332	-0.02425	-0.02425	Q6P9B9
1896	-0.024254	-0.024254	O94989
8079	-0.02427	-0.02427	Q6H9L7
2596	-0.0242881	-0.0242881	P08476
5533	-0.0244314	-0.0244314	Q02246
3535	-0.02457	-0.02457	P23468
7027	-0.0245989	-0.0245989	Q32P41
15316	-0.024611	-0.024611	Q9NYQ7
14539	-0.0246163	-0.0246163	Q9HBA0
11983	-0.02467	-0.02467	Q96AQ8
12960	-0.024776	-0.024776	Q96SL4
11104	-0.0250285	-0.0250285	Q8TBB6
14434	-0.025294	-0.025294	Q9H974
617	-0.025352	-0.025352	O00291
6029	-0.025359	-0.025359	Q13322
13580	-0.02541	-0.02541	Q9BXI6
6490	-0.025614	-0.025614	Q15013
2737	-0.025863	-0.025863	P0C7V9
16474	-0.02592	-0.02592	Q9Y2K6
11092	-0.026219	-0.026219	Q8TB52
12293	-0.0263	-0.0263	Q96G97
1046	-0.026432	-0.026432	O15522
685	-0.02644	-0.02644	O00548
14632	-0.026511	-0.026511	Q9HCJ6
5521	-0.02661	-0.02661	Q02083
7944	-0.026637	-0.026637	Q658P3
8886	-0.026745	-0.026745	Q75QN2
10212	-0.026762	-0.026762	Q8N4T8
14356	-0.026787	-0.026787	Q9H7L9
11269	-0.026998	-0.026998	Q8TE04
8423	-0.02701	-0.02701	Q6Q0C0
14017	-0.027191	-0.027191	Q9H171
4796	-0.027219	-0.027219	P52803
14765	-0.027259	-0.027259	Q9NPJ6
16043	-0.027261	-0.027261	Q9UKW4
14480	-0.027363	-0.027363	Q9HA65
7466	-0.02744	-0.02744	Q5JW98
1409	-0.027498	-0.027498	O60669
11754	-0.02775	-0.02775	Q92800
3718	-0.02793	-0.02793	P28329
15233	-0.028079	-0.028079	Q9NXH8
14272	-0.028105	-0.028105	Q9H5X1
14193	-0.028277	-0.028277	Q9H410
15388	-0.028298	-0.028298	Q9NZK5
12765	-0.028404	-0.028404	Q96PD2
9580	-0.028419	-0.028419	Q86Z20
1949	-0.028563	-0.028563	O95219
14223	-0.028566	-0.028566	Q9H4F8
8858	-0.028703	-0.028703	Q70EL4
14499	-0.028943	-0.028943	Q9HAR2
6859	-0.029043	-0.029043	Q16832
